image_id,prediction_string
000000141065,5 115.789 304.629 51 342.166 305.414 63 608.523 201.848 81 68.307 102.023 149 113.893 267.099 248 284.114 274.999
000000141330,200 59.517 128.885 241 563.490 128.992
000000141755,74 164.160 241.355 194 515.503 268.844 206 433.992 215.482 206 276.616 272.054
000000141807,92 418.605 151.018 93 80.488 313.031 143 169.115 258.497 194 525.218 212.655
000000141879,93 576.175 112.754 128 174.113 83.152 151 198.543 198.087
000000142102,68 190.093 123.459 146 330.890 72.294 181 598.258 183.897 238 73.321 202.225
000000142108,39 546.268 36.539 49 243.968 220.964 72 184.986 139.678 209 221.894 8.935
000000142340,118 497.826 151.333 124 473.925 274.011 185 562.934 26.298
000000143009,15 280.907 95.942 100 199.325 266.814 128 119.319 181.540 149 589.670 192.114 167 586.745 314.661 233 252.678 157.463
000000143085,63 558.281 186.059 76 533.418 88.420 127 464.882 40.140 244 354.431 259.241
000000143107,97 165.952 48.925 128 453.167 218.573 170 523.485 44.591 179 625.386 339.498 196 217.259 156.798
000000143482,43 305.605 182.223 58 564.439 150.502 92 492.042 230.828 129 209.638 323.528 130 338.688 108.276 137 364.208 291.529 236 348.044 219.573 246 133.979 80.597
000000143576,36 473.643 281.759 61 340.650 156.457 95 454.056 299.992 124 404.074 215.505 202 596.026 285.096 203 492.637 151.580
000000143789,41 26.080 210.746 109 359.954 343.501 137 59.134 121.566 203 201.704 93.583
000000144495,15 581.627 45.322 52 75.676 47.218 98 312.369 297.539 110 124.039 38.989 150 22.562 266.666 198 384.926 92.621
000000145015,55 315.891 342.495 92 162.857 85.462 105 85.929 174.184 127 225.506 246.068 142 147.157 278.633
000000145048,19 390.140 309.249 19 334.211 116.583 27 420.423 76.812 144 514.339 187.019 147 180.656 89.038 238 81.610 289.794
000000145757,38 480.655 296.016 62 93.877 54.926 63 175.928 233.536 81 378.072 342.646 196 266.478 32.385
000000145793,21 202.815 56.554 96 329.714 260.837 108 54.485 106.206
000000146738,29 480.363 194.125 133 377.758 188.599 154 163.649 307.468
000000146836,21 388.384 121.648 110 105.842 270.278 247 272.178 77.240
000000146850,49 225.414 203.828 90 553.609 249.415 138 376.870 184.982 144 105.210 299.562 164 319.854 63.978 189 167.974 37.139
000000147016,62 106.397 159.153 131 39.106 301.221 139 76.680 190.884 216 286.199 244.685 244 354.972 41.508
000000149602,25 516.732 232.985 55 356.573 284.394 71 569.704 188.397 160 113.598 219.828 201 276.379 243.292 235 159.308 102.635
000000149912,94 162.536 258.164 146 279.889 115.579
000000150358,78 192.520 225.093 126 543.704 279.823 205 466.614 218.433 216 434.075 76.828
000000151265,8 327.516 115.685 27 546.739 133.729 75 602.682 159.952 124 364.618 228.284 125 299.912 312.287 130 390.321 336.103 231 161.850 15.801 232 524.040 269.268
000000151351,0 140.353 139.634 67 286.011 48.930 102 203.399 282.760 152 442.981 37.272 156 552.579 277.260 162 60.497 50.164 181 412.300 235.275
000000151611,60 588.214 278.454 133 172.578 247.282 210 537.063 71.273 217 115.320 48.446
000000151699,39 583.990 287.276 101 452.414 122.190 132 366.224 270.486 148 270.517 287.527 157 389.771 185.886 201 303.064 103.344
000000151739,48 558.634 226.233 106 76.958 27.185 164 269.028 137.029 249 470.101 290.583
000000151840,57 577.827 312.354 89 536.368 216.268 112 132.319 237.277 151 253.777 317.123 203 134.440 185.675 208 521.191 94.732 243 284.698 115.948
000000151842,58 547.869 233.611 190 490.821 337.561 239 330.505 102.002
000000152340,93 108.334 169.240 165 410.005 27.516 179 221.679 295.811 234 555.239 308.148
000000152701,33 471.597 155.788 94 309.374 321.727 129 282.462 184.134 185 200.755 206.541
000000152965,87 134.975 261.812 95 40.970 130.603 97 517.866 21.011 104 237.774 283.445 186 381.591 36.013 205 423.757 104.021
000000153259,12 222.166 241.225 123 465.937 68.377 202 120.296 283.483 227 144.164 211.249
000000153570,3 282.300 227.881 24 401.390 150.272 109 617.932 111.743 116 492.366 336.492 143 115.436 61.767 217 308.474 282.602 246 77.403 338.612
000000154497,8 551.566 139.989 181 61.890 260.169 215 377.725 51.032 246 154.331 81.898
000000154503,9 564.692 308.184 57 255.250 179.293 63 340.679 78.204 82 582.337 179.459 157 152.635 51.199
000000154667,9 79.904 142.158 66 118.182 27.448 101 500.109 11.778 135 272.123 222.151
000000154686,57 495.070 134.322 99 219.477 203.772 108 360.039 102.195 162 113.429 292.486 163 83.538 124.356 226 584.203 45.898
000000154717,12 257.737 85.140 122 598.526 108.454 212 150.288 245.588 229 119.287 126.636 234 479.180 50.832
000000155269,24 556.485 74.533 44 202.195 307.278 57 53.232 205.268 60 395.090 79.301 73 614.592 61.470 75 202.254 244.107 94 593.699 143.345 196 38.450 130.176
000000155309,10 371.812 301.213 22 476.577 234.629 24 367.361 234.912 51 279.779 309.356 103 594.517 330.131 138 118.523 321.442 156 228.415 62.085 216 412.567 82.390 236 195.166 129.849
000000155364,104 373.609 324.121 142 565.319 119.579 168 599.141 245.210 176 589.217 212.352 182 90.914 277.438 232 599.795 129.911 243 432.409 206.318
000000155450,45 63.814 327.461 67 263.031 340.021 205 535.426 271.241 205 17.071 117.916 224 43.262 271.690
000000155671,13 243.181 76.987 38 241.343 267.474 38 537.466 291.966 89 542.377 106.438 94 155.224 96.305 129 407.723 33.434
000000155777,4 333.969 60.147 33 548.918 229.635 74 203.991 102.380 137 253.866 161.739 183 581.271 146.444 193 75.580 220.085 223 214.453 275.950
000000155806,56 21.299 204.204 77 275.452 67.927 86 602.836 141.587 140 333.652 131.633 206 201.423 257.782 220 599.740 312.295 240 516.843 250.036
000000156448,53 321.669 71.332 107 69.173 216.934 111 25.047 209.190 158 567.579 295.309 221 463.557 133.276 229 348.844 240.746
000000157288,6 574.137 261.467 184 597.053 32.057 236 77.678 191.601
000000157380,25 101.800 236.144 37 293.109 305.992 53 583.804 222.633 64 284.473 196.422 148 417.482 107.078 200 474.960 200.133
000000157806,32 156.402 138.350 94 380.147 268.861 99 463.295 302.996 107 108.497 210.095 128 139.166 95.958 131 162.635 302.457 192 348.429 185.611 209 495.574 311.244
000000158088,39 121.107 29.395 65 542.951 299.144 71 288.771 63.372 132 193.426 234.346 135 369.805 211.339 139 342.955 301.478 218 121.419 317.379
000000158335,0 402.486 100.797 6 552.470 95.153 10 69.776 73.482 19 193.931 226.789 39 302.938 264.590 110 619.054 192.677 183 518.486 276.969 219 283.853 64.056
000000158384,16 523.170 108.962 128 339.201 55.685 213 267.109 176.375
000000159072,41 287.538 258.026 72 43.203 124.367 141 70.876 262.413 202 203.830 325.752 206 522.204 51.428 215 216.810 220.061 218 394.012 185.908 238 516.916 105.719
000000159375,43 379.694 87.876 48 415.052 248.688 79 241.507 239.834 133 586.926 105.638 216 581.986 312.548 245 526.869 32.975
000000159592,18 84.171 226.146 78 257.897 209.636 95 397.570 146.694
000000159753,38 407.470 224.359 40 372.705 161.413 87 319.299 82.195 91 294.118 287.542 231 549.592 255.149
000000159756,6 391.754 288.319 50 110.767 84.319 162 312.708 161.743 174 566.684 131.581 213 443.835 87.788
000000159771,65 62.539 125.533 94 38.450 76.065 126 414.936 111.131 153 509.383 55.196 189 374.156 42.502 193 81.595 305.589 204 180.034 56.161 214 108.112 137.428
000000159808,87 127.160 123.403 102 125.842 307.731 154 576.133 185.095 178 348.707 61.989 186 479.572 169.823 195 414.805 309.052 209 38.131 92.983
000000159898,19 276.035 227.503 40 35.431 332.589 64 530.073 77.765 69 418.961 77.978 209 65.651 185.031 235 198.504 108.663
000000160185,17 437.040 79.883 80 537.443 122.060 121 374.211 231.396 145 79.634 33.225 198 484.442 55.807 227 308.889 87.666
000000160247,65 234.625 118.163 86 145.873 75.946 109 145.079 230.164
000000160629,70 111.000 193.405 79 315.901 198.516 114 251.471 81.998 120 196.679 68.227 154 455.961 296.056 167 513.441 157.249 181 444.911 95.227 218 320.191 133.030
000000160679,0 414.396 147.423 0 322.012 67.077 60 562.735 29.454 98 89.828 208.912 128 486.584 65.855 155 313.520 211.821 223 607.220 216.577
000000161762,112 291.629 100.631 209 445.858 167.174
000000161983,42 91.902 276.702 83 260.637 259.936 142 333.494 306.007 182 597.810 178.748
000000162018,22 484.060 315.746 53 448.330 196.734 138 81.132 292.132 170 389.617 264.051 175 129.974 283.130 237 83.508 59.756 243 142.075 193.669
000000162213,61 148.513 325.138 99 388.700 287.873 161 115.526 203.652 204 57.266 30.970 244 293.499 226.487
000000162547,20 379.596 224.618 39 188.590 170.249 77 94.806 267.925 117 529.747 243.073 138 206.636 118.321
000000163033,49 119.378 270.798 152 524.257 236.763 228 57.536 258.636
000000163728,35 152.171 256.741 206 217.841 311.090 221 42.082 199.430
000000163777,103 585.945 275.655 139 127.623 19.876 149 238.381 114.927 197 511.460 151.009 198 615.973 81.072 203 99.720 228.582 210 37.017 119.133 249 548.975 70.019 249 504.189 302.801
000000164128,56 389.344 179.701 95 421.587 102.082 100 589.659 89.289 107 335.777 133.087 148 146.000 116.023 183 547.152 222.136 223 509.587 99.652
000000164224,14 249.733 141.092 25 438.131 245.591 125 23.282 118.504 204 319.994 263.920
000000164255,86 369.070 275.296 98 535.455 243.036 137 180.142 61.475 211 122.546 189.032 231 270.312 222.821
000000164594,125 272.952 103.074 141 471.306 62.250 151 95.344 117.972 155 380.418 319.907 229 533.135 34.489 234 208.569 38.945
000000164672,109 44.601 256.383 168 36.912 339.887 186 492.143 59.910 191 305.244 109.733
000000165376,20 401.706 251.689 47 575.463 64.804 80 242.463 161.042 88 231.067 278.632 103 176.570 105.442 158 71.631 147.264 226 583.670 292.758
000000165559,49 565.423 163.661 70 84.525 302.164 86 442.571 243.634 122 338.084 200.308 140 219.254 232.791 185 118.183 142.758
000000165742,19 506.622 166.278 96 385.273 155.452 128 469.217 248.306 133 90.125 106.887 201 120.575 219.611 242 480.593 43.382
000000165874,28 270.234 263.270 153 106.287 316.114 199 449.558 344.573 209 344.389 57.955
000000166529,3 528.042 322.796 118 451.906 333.002 121 289.199 247.826 154 94.343 61.112 191 387.400 251.253 192 356.512 98.068 194 501.168 150.103 210 441.225 164.866
000000166598,136 387.315 177.124 151 139.070 111.815 206 441.260 62.494 223 286.700 269.757
000000166920,19 248.447 285.976 72 553.601 225.537 176 42.478 78.732 205 465.102 244.950
000000166975,0 528.283 236.820 65 129.587 46.400 209 205.207 309.259 214 260.403 127.317
000000167021,1 94.254 87.905 88 92.240 191.802 162 510.419 214.956
000000167683,4 160.139 218.517 11 339.810 75.880 85 580.083 177.360 125 86.821 317.076 135 512.912 40.961 241 459.279 166.546
000000167853,59 422.498 217.068 64 219.575 56.288 124 106.191 193.847 143 100.543 89.039
000000168134,62 193.788 48.682 109 609.879 243.525 198 598.693 109.629 236 452.195 198.336
000000168225,21 188.871 179.343 36 284.473 293.461 147 242.905 232.535
000000168287,37 409.281 80.100 133 184.686 85.267
000000168647,70 33.156 299.658 98 32.542 231.652 133 228.453 184.093 176 314.092 236.901 184 175.250 28.938 202 423.417 87.353 224 597.497 87.171 229 111.833 98.666
000000168717,14 133.770 203.015 57 404.168 232.617 94 395.445 131.399 106 550.028 254.821 176 588.820 181.944 176 289.086 184.827 227 277.163 120.186 242 599.678 44.481
000000168845,83 285.576 135.031 159 590.951 234.440 166 404.853 158.074 196 78.286 260.837
000000169245,2 425.075 167.537 29 124.064 70.109 33 74.207 306.544 166 248.877 55.990 199 46.017 202.937 218 326.920 231.523 221 574.869 118.130
000000169330,55 315.973 239.172 159 414.746 285.049 162 79.156 203.724 190 463.203 320.761 238 117.811 284.038
000000169395,108 47.496 190.244 126 389.920 291.259 211 122.461 242.192 217 570.511 129.911 246 251.337 292.575
000000169810,9 496.027 37.214 13 533.466 243.609 38 386.151 20.522 43 559.906 121.226 166 75.881 298.359
000000170021,8 165.867 236.755 73 380.830 329.377 164 228.975 310.577 209 112.809 314.724
000000170227,4 520.278 294.304 13 604.220 237.207 35 450.339 125.344 37 131.022 306.789 73 390.075 265.379 169 54.666 63.364 187 291.266 55.121 210 609.088 44.972
000000170313,42 386.833 58.919 157 423.641 62.530 164 577.962 306.251 242 514.152 58.991
000000170729,15 65.102 148.520 39 266.251 66.612 53 80.051 246.487 105 141.950 16.503 126 305.461 248.636 181 502.833 262.041
000000171766,41 556.804 117.924 44 120.335 228.101 127 86.744 114.825 136 138.846 81.279 172 65.744 56.796 193 617.234 169.688 246 330.869 66.906
000000172135,57 552.263 136.119 68 179.227 269.670 174 159.208 47.452 185 22.014 187.893 204 260.327 37.719
000000172162,63 226.253 57.967 173 343.715 74.431 245 109.431 55.443
000000172248,15 33.119 101.884 59 56.032 20.918 60 175.451 17.008 84 460.462 55.718 94 109.183 77.768 152 317.320 93.990 177 550.729 57.721
000000173221,49 412.035 300.314 69 434.027 186.784 138 223.945 296.387 148 55.515 126.105 163 151.443 102.463
000000173515,96 623.993 253.781 102 499.164 300.752 138 74.364 214.388 204 510.845 89.492 211 109.767 275.160 226 184.103 68.052
000000173682,9 556.409 266.512 126 181.882 46.476 145 30.327 130.066
000000173685,46 597.737 318.762 91 175.749 223.502
000000173768,65 383.041 107.207 82 248.855 219.555 186 526.890 136.868 203 166.989 57.331 214 174.574 310.860 231 201.561 149.413 237 24.820 46.610
000000173777,5 543.491 177.575 210 49.140 211.287 240 602.528 275.550 246 37.456 46.394
000000174157,25 52.874 241.260 64 523.466 134.032 211 243.655 255.019
000000174667,7 312.885 293.960 16 514.010 151.235 84 412.470 320.802 166 38.979 115.866 190 154.957 129.100
000000174911,81 260.238 24.788 139 339.188 101.507 236 208.925 201.133
000000175310,28 556.480 240.362 47 285.505 65.220 76 467.843 150.949 98 61.431 79.628 118 384.333 257.335 159 78.097 275.369 170 177.692 77.631
000000175383,45 168.413 46.644 124 213.193 307.499 178 229.217 136.008 187 230.850 26.324 237 596.099 286.816
000000175688,18 466.399 67.530 42 163.830 263.961 228 90.848 172.132
000000176118,65 99.722 210.560 135 591.903 274.332 164 566.147 124.348
000000176148,34 464.773 196.372 141 45.203 127.302 194 328.583 187.816 213 428.108 168.942 223 518.107 85.206 223 362.905 124.708 232 510.064 285.415
000000176440,41 537.209 136.552 49 372.752 235.479 146 436.087 284.216 219 558.144 273.361
000000176477,19 437.607 301.012 130 147.439 231.342 189 60.503 206.504 199 502.452 294.274 204 318.872 323.096
000000176720,53 107.486 57.899 127 149.606 240.275 181 154.012 299.471 184 533.494 216.550 184 403.610 312.961 194 429.800 50.798
000000176736,32 503.974 147.031 47 435.705 19.840 151 444.232 211.514 152 69.507 266.763 239 265.246 298.092
000000177115,3 123.591 227.184 13 443.950 309.202 107 198.789 247.348 158 102.843 265.523 182 119.745 53.150 210 61.275 316.457
000000177166,106 477.473 263.653 117 233.912 235.540 135 437.758 85.566 247 151.703 144.126
000000177319,50 28.845 167.530 140 300.553 97.571 177 505.786 116.070
000000177440,98 144.283 66.970 136 288.633 284.565 177 377.604 114.447 194 564.870 151.208 202 107.210 214.955
000000177652,28 84.447 196.023 29 237.540 197.003 101 108.314 292.450 172 539.645 188.146
000000177896,8 594.365 70.051 56 309.214 320.203 82 543.556 324.791 146 346.453 191.867 166 265.151 337.479
000000177941,97 56.480 334.753 98 241.583 94.610 245 333.636 280.347
000000178382,141 114.818 296.190 222 287.754 71.074
000000178430,4 443.384 293.447 65 412.235 85.025 162 298.979 67.703 170 556.152 70.391 186 69.470 44.752 217 408.852 140.855 218 15.853 171.493
000000178671,27 532.143 257.352 54 426.684 147.588 85 226.595 173.800 142 110.878 92.278 158 375.036 295.229 182 88.690 252.807 195 366.335 58.188
000000179060,69 398.275 126.690 78 80.162 175.779 115 174.989 243.565 142 542.609 52.329 154 536.538 227.007 219 30.648 58.835
000000179418,150 200.794 89.776
000000179603,10 502.203 246.367 44 325.829 290.037 107 135.522 138.837 113 482.080 51.914 156 415.665 320.685 196 204.386 314.086
000000179921,27 324.204 148.225 35 368.862 302.439 217 99.119 179.094 236 568.153 68.294
000000180045,99 178.089 312.337 120 418.888 307.205 155 101.973 103.975 174 260.612 221.068
000000180324,41 592.997 39.503 128 46.527 234.916 155 524.381 257.493 182 325.746 89.818
000000180479,18 54.318 85.188 19 604.471 33.012 93 57.102 32.297 104 190.907 288.148 106 436.734 68.705
000000180524,0 277.265 58.819 13 371.250 63.013 54 192.339 240.100 86 452.721 164.425 118 342.476 231.988 157 259.284 274.669 199 456.452 318.869 229 134.960 188.645
000000180541,5 424.233 250.386 51 283.325 109.145 75 560.940 152.016 75 36.306 180.078 110 432.155 85.248 147 158.213 257.081 240 203.098 309.246
000000180584,32 221.314 100.164 33 76.186 37.395 55 60.606 123.575 165 124.101 164.491 202 606.602 79.071 216 88.841 241.704 221 312.553 137.609 225 378.896 238.427
000000180624,98 412.097 303.636 106 557.083 64.806 184 258.203 71.780
000000180738,66 223.593 67.747 178 470.001 118.574 217 231.150 201.634 224 362.987 20.616
000000180830,109 551.629 265.954 115 376.755 87.546 203 215.470 314.471
000000181386,0 36.217 183.155 56 524.047 298.600 90 24.946 139.187 98 555.908 150.226 143 150.107 334.415 151 130.086 28.143
000000182500,4 365.674 86.930 49 570.799 264.753 197 419.193 89.112 234 160.682 341.390 242 557.883 144.601
000000182715,53 465.829 228.058 72 609.545 150.622 77 232.251 137.248 172 340.773 314.341 190 514.846 178.772
000000183131,20 367.921 75.192 34 68.656 248.084 51 263.319 257.449 139 604.553 220.620 145 207.666 184.554 196 266.478 72.397
000000183212,7 42.508 237.304 23 526.816 228.309 46 226.682 209.591 51 308.264 123.341 74 420.284 145.505 106 77.690 312.458 168 549.514 79.088
000000183280,23 114.374 239.308 50 622.733 203.968 52 396.866 251.929 150 350.554 148.241 169 124.983 57.472
000000183785,30 198.698 171.093 54 199.438 57.983 90 68.983 318.092 100 289.464 48.447 101 463.591 122.861 130 488.369 164.002 156 136.061 85.664 210 83.851 145.935
000000184205,57 342.528 100.304 96 440.765 80.752 131 172.185 297.456 135 305.206 268.027 188 536.845 209.969 210 105.669 258.505
000000184218,84 56.338 132.678 102 594.905 282.800 132 564.595 145.396 141 440.838 145.919 161 543.922 75.614 177 262.901 153.756 204 363.989 104.393
000000184241,23 463.715 220.881 37 26.147 276.495 69 366.281 96.590 100 258.047 31.317 155 46.979 82.622 173 107.938 348.715 192 480.207 286.920
000000184621,26 43.030 238.330 33 234.958 188.627 105 402.389 247.260 189 382.961 231.954 207 169.839 45.619
000000184654,30 190.897 57.422 117 545.740 171.074 201 407.702 199.339 214 125.768 121.834 219 423.252 63.638
000000184718,29 257.515 323.027 189 528.089 201.186 226 108.603 222.303
000000184773,26 75.962 47.856 118 276.416 337.957 138 11.710 191.733 162 362.354 315.886 175 435.270 148.466
000000184994,42 258.203 158.184 66 471.518 101.895 131 490.864 227.871
000000185276,35 543.315 79.928 99 50.354 123.816 135 90.728 206.053 189 282.321 41.078 202 227.673 188.840 225 526.721 275.111
000000185393,40 358.210 265.731 63 586.964 101.837 90 602.084 173.518 231 260.683 25.573 237 66.729 31.900
000000185646,4 446.050 83.042 68 262.803 61.287 74 374.446 33.076 172 396.145 273.723 189 568.825 331.476 215 50.862 248.113
000000186554,64 486.889 96.156 108 393.029 241.825 119 28.744 289.709 137 32.541 137.659 140 553.044 281.667 172 41.965 241.120 223 138.755 251.662
000000187609,26 568.978 140.724 55 194.429 95.919 93 247.189 254.524 138 256.956 223.217 169 90.357 58.188 174 423.639 62.762 192 467.649 170.562 209 336.724 249.185
000000187765,6 385.655 94.935 9 75.070 293.973 92 413.576 198.121 134 309.701 164.549 221 544.008 60.047 240 268.064 268.105
000000188044,135 548.766 231.319 180 412.560 76.461 202 286.823 223.356 203 11.708 84.296
000000188239,104 233.135 292.196 160 523.001 321.376 200 578.351 44.835 218 212.447 164.443 235 39.549 55.418
000000188310,50 261.790 263.297 101 106.221 158.687 110 86.275 20.154 145 462.782 86.889 229 129.381 257.259 236 588.105 139.207
000000188414,9 175.590 49.027 72 255.999 48.661 78 517.396 76.826 107 145.100 256.264 168 180.243 123.616 217 543.220 256.582
000000188545,122 36.527 79.392 122 576.410 83.272 138 220.885 237.736 181 386.745 152.577 195 113.868 221.830
000000188552,29 228.567 152.971 34 483.376 318.973 46 99.039 63.928 144 359.773 102.684 194 568.803 150.481 247 451.359 112.765
000000189148,28 435.745 56.063 48 462.812 269.752 73 137.638 206.549 81 482.809 203.565 164 346.758 255.196 228 268.921 303.425
000000189735,62 582.898 189.538 140 538.418 86.378 140 343.017 76.542 148 311.357 306.307 218 371.982 160.801
000000189741,50 68.757 132.163 62 152.043 99.042 86 243.989 148.128 165 314.986 303.087 230 44.013 74.687 232 180.985 76.947 237 302.088 110.253 242 139.954 210.531
000000190415,156 503.536 43.190 183 567.791 239.786
000000190603,76 302.634 302.246 78 394.591 299.578 104 294.790 199.523 121 148.261 88.737 130 423.786 89.642
000000190690,6 530.149 207.877 71 492.415 279.617 119 87.404 165.448 142 501.647 60.699 162 254.956 202.681
000000191096,1 115.797 243.651 25 221.452 33.153 47 412.359 39.134 132 307.773 181.066 180 236.322 244.734 249 451.083 284.020
000000191625,67 552.846 252.374 145 501.055 239.984
000000191802,49 86.253 223.086 97 467.262 144.057 102 87.707 82.292 118 207.634 100.170 162 476.954 308.210 217 267.365 298.820
000000191874,13 431.570 216.781 30 298.579 286.250 41 594.807 281.064 202 120.316 224.199 214 449.143 304.053 232 321.701 200.303
000000191972,49 409.779 330.385 88 244.548 318.794 117 78.365 277.322 175 548.366 303.388 224 577.832 146.959
000000192077,86 94.082 89.298 114 484.044 334.094 122 450.192 262.800 139 114.021 283.352 171 166.553 122.252 195 498.162 107.758
000000192866,55 163.638 176.503 111 250.595 306.909 169 613.303 211.687 175 515.943 214.513 185 229.218 141.540
000000193021,16 207.870 122.314
000000193629,4 210.861 297.796
000000194407,53 621.901 109.579 151 296.376 54.307
000000194704,76 144.010 313.189 170 168.685 87.623
000000194748,110 317.931 271.326 164 427.432 61.221 171 95.112 344.722 237 592.498 303.935 247 157.948 281.970
000000195203,30 589.547 99.797 174 207.469 81.686 187 103.943 270.017 201 265.112 117.080
000000196748,36 102.577 259.292 117 224.079 118.847 135 411.445 102.564 137 215.149 253.740 173 553.546 320.222 182 110.525 41.438 213 579.513 280.274 223 307.561 174.410 230 85.900 210.691 233 43.719 149.397
000000197444,57 625.905 303.813 59 597.607 124.817 104 304.691 28.732
000000197561,19 455.480 30.864 23 52.638 218.332 78 618.264 75.719 119 489.618 175.570 132 541.437 64.992 160 205.664 197.029 174 165.714 291.593
000000198017,25 166.169 309.376 65 266.382 217.968 82 62.168 176.997 96 575.968 313.816 195 169.962 90.943 217 198.480 157.483
000000198198,11 196.649 163.585 14 257.555 329.628 43 424.063 263.057 94 532.153 42.635 120 34.481 74.249 142 436.858 109.731 143 521.520 329.015 227 77.800 252.319
000000198352,13 95.719 129.869 24 172.686 75.708 51 394.357 114.373 51 201.581 292.936 74 559.695 153.124 78 345.761 242.212 86 440.022 311.437 99 616.604 95.067 147 522.175 51.928 236 312.420 52.952
000000199112,28 582.017 127.729 50 446.482 46.166 76 99.268 141.971 138 76.988 330.550 175 289.710 254.050 180 200.475 220.361 194 203.916 77.609 231 351.785 35.714
000000199458,15 374.173 116.249 87 158.223 118.463 137 445.381 206.480 147 252.696 249.590 163 147.754 188.314 184 38.431 225.447 195 354.744 234.668
000000199534,110 394.108 323.566 121 173.896 285.764 162 461.574 78.091 181 293.466 98.573
000000200149,156 26.682 254.934 167 205.102 146.412
000000200457,24 604.277 15.629 49 526.865 223.002 133 61.803 116.107 138 304.191 237.381 182 544.490 73.863 217 191.341 168.189 248 277.316 213.771
000000200718,121 365.034 84.323 127 590.281 209.385 179 531.259 101.091
000000200978,76 504.762 89.296 102 454.042 64.053 182 445.984 277.972 241 506.412 297.041
000000201010,36 573.687 196.611 77 583.288 234.984 151 196.898 291.022 162 420.928 210.154 185 432.951 137.513 185 315.641 147.825 229 54.029 257.883
000000201406,26 79.194 90.012 73 319.513 177.323 101 139.775 201.970 194 160.994 298.363
000000201476,38 540.507 236.963 51 411.610 198.566 153 299.852 215.005 246 468.876 94.121
000000201916,75 562.313 229.466 87 289.374 271.301 149 393.041 156.884 186 74.270 275.093 235 165.579 131.475
000000202129,32 563.208 65.592 105 457.211 56.524 213 61.857 228.048 238 411.445 192.010
000000202402,8 173.757 125.607 32 498.282 140.009 148 444.005 30.244
000000203210,73 40.332 146.792 130 607.606 183.087 210 288.361 292.070 236 198.500 312.450 237 466.507 145.773
000000203380,20 239.150 330.992 36 540.525 299.494 71 275.740 244.609 135 177.923 34.171
000000203621,35 330.943 181.188 37 432.786 117.300 96 298.731 47.815 106 69.254 133.828 151 45.486 275.000
000000203765,85 67.055 130.260 177 309.681 101.732 199 552.199 103.168 243 526.610 316.150
000000203878,36 310.145 86.472 123 374.190 184.851 143 590.215 125.708 150 390.421 55.010 179 296.991 189.541 223 343.367 307.869
000000204188,13 415.546 110.053 110 426.219 211.379 128 225.707 115.330 199 155.755 141.628 240 348.613 180.346
000000204225,90 130.637 253.028 100 603.833 255.258 160 336.201 123.864 170 369.012 219.753 200 198.449 317.975 223 562.939 73.365
000000204423,46 439.948 252.118 55 353.997 116.606 94 50.632 51.380 116 308.339 91.398 121 527.764 293.357 134 455.794 189.206 159 262.138 117.378 183 70.414 182.089 225 549.093 219.090 244 262.256 260.995
000000204999,45 75.197 47.847 113 129.166 196.628 122 260.196 104.019 136 468.339 114.338 185 373.232 30.258 196 539.854 297.927
000000205239,11 495.788 138.561 110 39.261 318.097 111 98.308 87.097 143 496.048 58.506 169 136.570 285.008
000000205354,14 521.807 310.953 104 480.268 124.705 124 204.217 56.565 142 92.301 116.766 162 444.562 246.783 168 602.440 91.582 239 349.831 199.069
000000205967,16 281.333 42.729 143 415.722 254.710 159 76.578 270.183 190 491.508 234.419 201 61.696 67.399 209 360.635 97.048 213 501.541 308.654 220 69.107 175.345
000000206318,22 76.324 102.860 51 385.635 323.270 77 412.533 321.609 136 103.658 232.056 159 345.630 326.523 159 526.097 144.398 194 572.865 102.749 232 397.731 116.869 244 173.911 114.029
000000206371,112 349.068 326.985 172 535.142 193.670 231 512.164 183.274 240 100.166 227.079
000000206394,116 447.768 171.148 134 152.140 266.569 177 484.313 220.565 188 397.127 234.401 202 579.493 256.902
000000207083,9 472.509 47.194 38 77.998 37.822 166 338.060 332.417
000000207391,18 354.900 194.157 19 110.525 92.734 101 180.195 283.586 191 375.909 76.362 229 539.233 160.781 233 465.910 302.601
000000207455,5 28.107 203.782 29 45.845 245.566 158 165.529 117.064 210 236.252 334.280 224 119.864 269.943 227 28.917 122.016 234 515.199 261.818 235 413.707 206.817
000000207549,0 197.524 71.676 12 453.625 268.766 28 569.198 104.005 29 462.248 329.520 41 189.788 131.335
000000207811,49 43.062 308.203 91 468.095 296.637 98 571.724 198.117 204 464.025 202.369
000000207935,14 552.779 231.057 60 453.046 74.339 61 42.880 340.561 75 275.921 54.003 89 415.788 248.307 240 254.109 231.108
000000208365,150 487.171 234.017 198 264.962 159.431 210 612.795 207.027
000000208779,37 609.385 145.439 244 38.330 89.711
000000209915,16 447.150 146.435 61 231.829 67.199 71 598.392 24.693 81 504.056 237.235 193 532.088 289.510 201 307.358 239.956
000000210812,27 593.963 139.001 30 279.094 48.050 35 187.925 160.639 71 438.065 142.716 201 416.522 78.013 237 103.491 92.768
000000211113,1 205.358 115.466 62 442.243 64.875 78 337.960 201.855 100 79.147 69.648
000000211498,22 282.162 171.395 23 131.831 67.651 32 92.185 324.880 69 174.863 348.812 105 372.262 149.959 182 523.701 222.480 199 495.993 307.919
000000213282,34 451.947 312.829 39 185.091 210.031 86 477.664 299.477 126 199.562 206.065 143 273.588 328.401 215 111.827 165.133 233 424.515 211.249
000000213412,119 159.863 161.843 148 543.239 146.548 237 621.749 206.293
